NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
SALA NATAL SHOPPING 1 MACRO;5004460.0;09.652.820/0029-33;EM FUNCIONAMENTO;2021-05-23;2013-11-29;326.0;7.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA NATAL SHOPPING 2 TRADICIONAL;5004461.0;09.652.820/0029-33;EM FUNCIONAMENTO;2021-05-23;2013-11-29;158.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA NATAL SHOPPING 3 TRADICIONAL;5004462.0;09.652.820/0029-33;EM FUNCIONAMENTO;2021-05-23;2013-11-29;124.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA NATAL SHOPPING 4 TRADICIONAL;5004463.0;09.652.820/0029-33;EM FUNCIONAMENTO;2022-10-22;2013-11-29;143.0;4.0;1.0;1.0;SIM;NÃO;NÃO;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA NATAL SHOPPING 5 VIP;5004464.0;09.652.820/0029-33;EM FUNCIONAMENTO;2021-06-15;2013-11-29;68.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA NATAL SHOPPING 6 TRADICIONAL;5004465.0;09.652.820/0029-33;EM FUNCIONAMENTO;2022-05-06;2013-11-29;158.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 01;5003392.0;09.652.820/0012-95;EM FUNCIONAMENTO;2022-07-14;2011-12-09;152.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 02;5003393.0;09.652.820/0012-95;EM FUNCIONAMENTO;2021-10-19;2011-12-09;169.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 03;5003394.0;09.652.820/0012-95;EM FUNCIONAMENTO;2021-06-25;2011-12-09;177.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 04;5003395.0;09.652.820/0012-95;EM FUNCIONAMENTO;2021-06-25;2011-12-09;269.0;3.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 05;5003396.0;09.652.820/0012-95;EM FUNCIONAMENTO;2021-06-25;2011-12-09;169.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 06;5003397.0;09.652.820/0012-95;EM FUNCIONAMENTO;2021-06-25;2011-12-09;305.0;6.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS NORTE SUL PLAZA 07;5003398.0;09.652.820/0012-95;EM FUNCIONAMENTO;2021-07-23;2011-12-09;154.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NORTE SUL;20429;EM FUNCIONAMENTO;2021-06-25;0;AV PRESIDENTE ERNESTO GEISEL;2300.0;SL 46;JD JOQUEI CLUBE;CAMPO GRANDE;79080-105;MS;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NORTH SHOPPING JOQUEI 01;5004471.0;09.652.820/0032-39;EM FUNCIONAMENTO;2021-06-14;2014-02-06;264.0;5.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS NORTH SHOPPING JÓQUEI;25960;EM FUNCIONAMENTO;2021-06-14;www.cinepolis.com.br;AVENIDA LINEU MACHADO;419.0;ES 3026 a 3028;JÓQUEI CLUBE;FORTALEZA;60520-101;CE;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NORTH SHOPPING JOQUEI 02;5004472.0;09.652.820/0032-39;EM FUNCIONAMENTO;2021-06-14;2014-02-06;295.0;6.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS NORTH SHOPPING JÓQUEI;25960;EM FUNCIONAMENTO;2021-06-14;www.cinepolis.com.br;AVENIDA LINEU MACHADO;419.0;ES 3026 a 3028;JÓQUEI CLUBE;FORTALEZA;60520-101;CE;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NORTH SHOPPING JOQUEI 03;5004473.0;09.652.820/0032-39;EM FUNCIONAMENTO;2021-06-14;2014-02-06;264.0;5.0;3.0;3.0;NÃO;NÃO;NÃO;CINÉPOLIS NORTH SHOPPING JÓQUEI;25960;EM FUNCIONAMENTO;2021-06-14;www.cinepolis.com.br;AVENIDA LINEU MACHADO;419.0;ES 3026 a 3028;JÓQUEI CLUBE;FORTALEZA;60520-101;CE;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NORTH SHOPPING JOQUEI 04;5004474.0;09.652.820/0032-39;EM FUNCIONAMENTO;2021-07-02;2014-02-06;229.0;5.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS NORTH SHOPPING JÓQUEI;25960;EM FUNCIONAMENTO;2021-06-14;www.cinepolis.com.br;AVENIDA LINEU MACHADO;419.0;ES 3026 a 3028;JÓQUEI CLUBE;FORTALEZA;60520-101;CE;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NORTH SHOPPING JOQUEI 05;5004475.0;09.652.820/0032-39;EM FUNCIONAMENTO;2021-07-01;2014-02-06;400.0;8.0;4.0;4.0;SIM;NÃO;SIM;CINÉPOLIS NORTH SHOPPING JÓQUEI;25960;EM FUNCIONAMENTO;2021-06-14;www.cinepolis.com.br;AVENIDA LINEU MACHADO;419.0;ES 3026 a 3028;JÓQUEI CLUBE;FORTALEZA;60520-101;CE;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 01;5005060.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-05-13;2015-04-21;218.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 02;5005061.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-29;2015-04-21;210.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 03;5005062.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-29;2015-04-21;210.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 04;5005063.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-26;2015-04-21;210.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 05;5005064.0;09.652.820/0035-81;EM FUNCIONAMENTO;2022-11-17;2015-04-21;443.0;8.0;4.0;4.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 06;5005065.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-29;2015-04-21;399.0;8.0;4.0;4.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 07;5005066.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-26;2015-04-21;60.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 08;5005067.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-29;2015-04-21;54.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 09;5005068.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-26;2015-04-21;54.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 10;5005069.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-04-26;2015-04-21;143.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PARQUE MAIA SALA 11;5005070.0;09.652.820/0035-81;EM FUNCIONAMENTO;2021-05-13;2015-04-21;198.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;29707;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;AV. BARTHOLOMEU DE CARLOS;230.0;LUC 4045;JARDIM FLOR DA MONTANHA;GUARULHOS;07097-420;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 01 4DX;5004349.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;112.0;4.0;5.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 02 MACRO XE;5004350.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;120.0;7.0;3.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 03 VIP;5004351.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;82.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 04 VIP;5004352.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;72.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 05 VIP;5004353.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;71.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 06 VIP;5004354.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;54.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 07 VIP;5004355.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-07-09;2014-01-17;54.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA PATIO BATEL 08 VIP;5004356.0;09.652.820/0023-48;EM FUNCIONAMENTO;2021-12-26;2014-01-17;54.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS PATIO BATEL VIP;25191;EM FUNCIONAMENTO;2021-07-09;www.cinepolis.com.br;AV. DO BATEL;1868.0;LOJA 414;BATEL;CURITIBA;80420-090;PR;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 1;5005118.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-04-29;2015-07-03;197.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 2;5005119.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-04-29;2015-07-03;171.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 3;5005120.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-08-14;2015-07-03;171.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 4;5005121.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-04-26;2015-07-03;214.0;5.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 5;5005122.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-04-29;2015-07-03;228.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 6;5005123.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-11-25;2015-07-03;228.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 7;5005124.0;09.652.820/0038-24;EM FUNCIONAMENTO;2021-04-26;2015-07-03;329.0;4.0;0.0;6.0;SIM;NÃO;SIM;CINÉPOLIS PLAZA AVENIDA SJRP;30093;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com;AVENIDA JOSÉ MUNIA;4775.0;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS PONTA NEGRA 01 VIP;5004364.0;09.652.820/0016-19;EM FUNCIONAMENTO;2021-11-02;2013-07-12;87.0;1.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PONTE NEGRA - MANAUS;25193;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA CORONEL TEIXEIRA;5705.0;LOJA 3009;PONTA NEGRA;MANAUS;69037-000;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS PONTA NEGRA 02 VIP;5004365.0;09.652.820/0016-19;EM FUNCIONAMENTO;2021-07-01;2013-07-12;87.0;1.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS PONTE NEGRA - MANAUS;25193;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA CORONEL TEIXEIRA;5705.0;LOJA 3009;PONTA NEGRA;MANAUS;69037-000;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
