NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
MULTIPLEX PORTO VELHO SHOPPING 3;5002414.0;03.519.995/0019-19;EM FUNCIONAMENTO;2021-04-29;2008-12-19;100.0;3.0;0.0;97.0;NÃO;NÃO;SIM;CINE ARAÚJO PORTO VELHO;14826;EM FUNCIONAMENTO;2021-04-29;0;AV. RIO MADEIRA ;3288.0;0;FLODOALDO PONTES PINTO;PORTO VELHO;78905-450;RO;NÃO;COMERCIAL;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA;3103;03.519.995/0001-90;REGULAR;ARAÚJO
MULTIPLEX PORTO VELHO SHOPPING 4;5002416.0;03.519.995/0019-19;EM FUNCIONAMENTO;2021-04-29;2008-12-19;212.0;5.0;0.0;0.0;NÃO;NÃO;SIM;CINE ARAÚJO PORTO VELHO;14826;EM FUNCIONAMENTO;2021-04-29;0;AV. RIO MADEIRA ;3288.0;0;FLODOALDO PONTES PINTO;PORTO VELHO;78905-450;RO;NÃO;COMERCIAL;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA;3103;03.519.995/0001-90;REGULAR;ARAÚJO
MULTIPLEX PORTO VELHO SHOPPING 5;5002412.0;03.519.995/0019-19;EM FUNCIONAMENTO;2022-03-18;2008-12-19;212.0;5.0;0.0;0.0;NÃO;NÃO;SIM;CINE ARAÚJO PORTO VELHO;14826;EM FUNCIONAMENTO;2021-04-29;0;AV. RIO MADEIRA ;3288.0;0;FLODOALDO PONTES PINTO;PORTO VELHO;78905-450;RO;NÃO;COMERCIAL;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA;3103;03.519.995/0001-90;REGULAR;ARAÚJO
MULTIPLEX PORTO VELHO SHOPPING 6;5005914.0;03.519.995/0019-19;EM FUNCIONAMENTO;2021-04-29;2017-11-14;128.0;4.0;0.0;0.0;NÃO;NÃO;SIM;CINE ARAÚJO PORTO VELHO;14826;EM FUNCIONAMENTO;2021-04-29;0;AV. RIO MADEIRA ;3288.0;0;FLODOALDO PONTES PINTO;PORTO VELHO;78905-450;RO;NÃO;COMERCIAL;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA;3103;03.519.995/0001-90;REGULAR;ARAÚJO
JOSUE'S CINE ARCOS 01;5002945.0;11.122.144/0001-37;FECHADO TEMPORARIAMENTE;2024-01-31;2010-09-01;130.0;2.0;2.0;4.0;SIM;NÃO;SIM;CINE ARCOS;17778;FECHADO TEMPORARIAMENTE;2024-01-31;0;RUA MAGALHAES PINTO,;255.0;0;CENTRO;ARCOS;35570-000;MG;NÃO;COMERCIAL;JOSUE'S CINE SHOPPING LTDA;17776;11.122.144/0001-37;REGULAR;JOSUE'S CINE
JOSUE'S CINE ARCOS 02;5006275.0;11.122.144/0001-37;FECHADO TEMPORARIAMENTE;2020-03-17;2019-04-21;120.0;2.0;2.0;6.0;SIM;NÃO;SIM;CINE ARCOS;17778;FECHADO TEMPORARIAMENTE;2024-01-31;0;RUA MAGALHAES PINTO,;255.0;0;CENTRO;ARCOS;35570-000;MG;NÃO;COMERCIAL;JOSUE'S CINE SHOPPING LTDA;17776;11.122.144/0001-37;REGULAR;JOSUE'S CINE
CINE ARIS;5003279.0;04.928.470/0001-70;FECHADO;2012-11-27;2004-04-14;240.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE ARIS DE POMPEIA LTDA EPP;19784;FECHADO;2012-11-27;0;RUA GETULIO VARGAS N° 197;0.0;MINISHOP;CENTRO;POMPÉIA;17580-000;SP;NÃO;COMERCIAL;CINE ARIS DE POMPEIA LTDA EPP;19651;04.928.470/0001-70;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE ART CAFÉ 1;5001769.0;05.347.651/0001-76;FECHADO;2018-04-11;2002-10-25;95.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINE ART CAFÉ;6646;FECHADO;2018-04-11;www.cineartcafe.com.br;AVENIDA GETULIO VARGAS, ;55.0;0;CENTRO;TRÊS CORAÇÕES;37410-000;MG;NÃO;COMERCIAL;CINE A TRÊS CORAÇÕES LTDA ME;5639;05.347.651/0001-76;IRREGULAR;CINE A
SALA CINE ART CAFÉ 2;5001770.0;05.347.651/0001-76;FECHADO;2018-04-11;2002-10-25;176.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINE ART CAFÉ;6646;FECHADO;2018-04-11;www.cineartcafe.com.br;AVENIDA GETULIO VARGAS, ;55.0;0;CENTRO;TRÊS CORAÇÕES;37410-000;MG;NÃO;COMERCIAL;CINE A TRÊS CORAÇÕES LTDA ME;5639;05.347.651/0001-76;IRREGULAR;CINE A
SALA CINE ART CAFÉ ALFENAS 01;5002289.0;09.560.462/0001-38;FECHADO;2019-09-11;2008-06-13;179.0;4.0;0.0;4.0;SIM;NÃO;SIM;CINE ART CAFÉ ALFENAS;14009;FECHADO;2019-09-11;www.cineartcafe.com.br;RUA PRESIDENTE ARTUR BERNARDES, 609;609.0;0;CENTRO;ALFENAS;37130-000;MG;NÃO;COMERCIAL;CINE ART CAFÉ LTDA;14008;09.560.462/0001-38;IRREGULAR;CINE A
SALA CINE ART CAFÉ ALFENAS 02;5002813.0;09.560.462/0001-38;FECHADO;2019-09-11;2010-04-01;94.0;3.0;0.0;3.0;NÃO;NÃO;NÃO;CINE ART CAFÉ ALFENAS;14009;FECHADO;2019-09-11;www.cineartcafe.com.br;RUA PRESIDENTE ARTUR BERNARDES, 609;609.0;0;CENTRO;ALFENAS;37130-000;MG;NÃO;COMERCIAL;CINE ART CAFÉ LTDA;14008;09.560.462/0001-38;IRREGULAR;CINE A
CINE ART CAFE SALA 2;5003650.0;17.402.303/0001-33;FECHADO;2018-05-04;2013-01-01;228.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE ART CAFÉ LAVRAS;23195;FECHADO;2018-05-04;www.cineartcafe.com.br;RUA DOUTOR ANTONIO GONÇALVES DE FARIA;0.0;LOJA 61;DISTRITO NOSSA SENHORA LIBANO;LAVRAS;37200-000;MG;NÃO;COMERCIAL;CINE A LAVRAS LTDA - ME;23194;17.402.303/0001-33;IRREGULAR;CINE A
CINE ART CAFÉ SALA 1;5003649.0;17.402.303/0001-33;FECHADO;2018-05-04;2013-01-14;198.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE ART CAFÉ LAVRAS;23195;FECHADO;2018-05-04;www.cineartcafe.com.br;RUA DOUTOR ANTONIO GONÇALVES DE FARIA;0.0;LOJA 61;DISTRITO NOSSA SENHORA LIBANO;LAVRAS;37200-000;MG;NÃO;COMERCIAL;CINE A LAVRAS LTDA - ME;23194;17.402.303/0001-33;IRREGULAR;CINE A
SALA CINE ART CAFE SÃO LOURENÇO 1;5003648.0;17.312.013/0001-07;FECHADO;2018-04-11;2013-01-01;162.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE ART CAFÉ SÃO LOURENÇO;23125;FECHADO;2018-04-11;www.cineartcafe.com.br;Av Comendador Costa;289.0;0;Centro;SÃO LOURENÇO;37470-000;MG;NÃO;COMERCIAL;CINE A SÃO LOURENÇO LTDA;23124;17.312.013/0001-07;IRREGULAR;CINE A
CINE ARTE - SALA 01;5004938.0;20.843.277/0001-93;EM FUNCIONAMENTO;2021-05-15;2014-11-01;156.0;2.0;0.0;3.0;SIM;NÃO;NÃO;CINE ARTE;28265;EM FUNCIONAMENTO;2021-05-15;0;Rua Andrade Neves;1934.0;Sala 53;Centro;PELOTAS;96020-080;RS;NÃO;COMERCIAL;JOÃO PEDRO DE ARAUJO ISQUIERDO & CIA LTDA;28263;20.843.277/0001-93;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ARTE - SALA 02;5004939.0;20.843.277/0001-93;EM FUNCIONAMENTO;2021-05-15;2014-11-01;117.0;2.0;0.0;3.0;SIM;NÃO;NÃO;CINE ARTE;28265;EM FUNCIONAMENTO;2021-05-15;0;Rua Andrade Neves;1934.0;Sala 53;Centro;PELOTAS;96020-080;RS;NÃO;COMERCIAL;JOÃO PEDRO DE ARAUJO ISQUIERDO & CIA LTDA;28263;20.843.277/0001-93;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ARTE - SALA 03;5004940.0;20.843.277/0001-93;EM FUNCIONAMENTO;2021-05-15;2014-11-01;90.0;2.0;0.0;3.0;NÃO;NÃO;NÃO;CINE ARTE;28265;EM FUNCIONAMENTO;2021-05-15;0;Rua Andrade Neves;1934.0;Sala 53;Centro;PELOTAS;96020-080;RS;NÃO;COMERCIAL;JOÃO PEDRO DE ARAUJO ISQUIERDO & CIA LTDA;28263;20.843.277/0001-93;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ARTE - SALA 04;5006070.0;20.843.277/0001-93;EM FUNCIONAMENTO;2021-05-15;2018-05-10;104.0;2.0;0.0;3.0;NÃO;NÃO;NÃO;CINE ARTE;28265;EM FUNCIONAMENTO;2021-05-15;0;Rua Andrade Neves;1934.0;Sala 53;Centro;PELOTAS;96020-080;RS;NÃO;COMERCIAL;JOÃO PEDRO DE ARAUJO ISQUIERDO & CIA LTDA;28263;20.843.277/0001-93;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ARTE MACAÉ;5002936.0;03.459.043/0002-09;FECHADO;2011-07-28;2010-09-10;90.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE ARTE MACAÉ;17739;FECHADO;2015-08-13;0;AV. RUI BARBOSA N° 1725;0.0;LJ 82;CENTRO;MACAÉ;27915-011;RJ;NÃO;COMERCIAL;ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA;14200;03.459.043/0001-28;IRREGULAR;CASAL CINE
CINE ARTE POSTO 4;5005825.0;58.200.015/0001-83;EM FUNCIONAMENTO;1991-11-08;1991-11-08;41.0;1.0;2.0;1.0;SIM;NÃO;SIM;CINE ARTE POSTO 4;37109;EM FUNCIONAMENTO;1991-11-08;www.cinearteposto4.com.br;AVENIDA VICENTE DE CARVALHO;0.0;PRAIA POSTO 4;GONZAGA;SANTOS;11045-501;SP;NÃO;COMERCIAL;MUNICIPIO DE SANTOS;37108;58.200.015/0001-83;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ARTE UFF;5001563.0;28.523.215/0001-06;EM FUNCIONAMENTO;2023-03-30;1968-09-12;293.0;3.0;3.0;3.0;SIM;SIM;SIM;CINE ARTE UFF;6708;EM FUNCIONAMENTO;2023-03-30;www.centrodeartes.uff.br;RUA MIGUEL DE FRIAS ;9.0;REITORIA DA UFF;ICARAÍ;NITERÓI;24220-000;RJ;NÃO;COMERCIAL;UNIVERSIDADE FEDERAL FLUMINENSE;5091;28.523.215/0001-06;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ASTON SALA 1;5002682.0;04.096.720/0001-53;EM FUNCIONAMENTO;2021-07-01;2012-03-27;170.0;3.0;1.0;3.0;NÃO;NÃO;SIM;CINE ASTON;16210;EM FUNCIONAMENTO;2021-07-01;0;RUA GETULIO VARGAS;909.0;CENTRO;CENTRO;PARANAVAÍ;87701-010;PR;NÃO;COMERCIAL;SBPO ENTRETENIMENTOS LTDA;16209;04.096.720/0001-53;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ASTON SALA 2;5004571.0;04.096.720/0001-53;EM FUNCIONAMENTO;2021-07-01;2012-03-27;98.0;2.0;1.0;2.0;NÃO;NÃO;SIM;CINE ASTON;16210;EM FUNCIONAMENTO;2021-07-01;0;RUA GETULIO VARGAS;909.0;CENTRO;CENTRO;PARANAVAÍ;87701-010;PR;NÃO;COMERCIAL;SBPO ENTRETENIMENTOS LTDA;16209;04.096.720/0001-53;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ASTOR;5006609.0;09.207.650/0003-49;EM FUNCIONAMENTO;2012-06-29;2012-06-29;170.0;4.0;10.0;6.0;SIM;NÃO;SIM;CINE ASTOR;46236;EM FUNCIONAMENTO;2012-06-29;www.cineastor.com.br;RUA 09 ;240.0;Qd. 20 - Lt 32;CENTRAL;GOIÂNIA;74013-040;GO;NÃO;NÃO COMERCIAL;E.D.S EXIBIÇÕES CINEMATOGRÁFICAS EIRELI;13286;09.207.650/0001-87;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CENTERPLEX ESTAÇÃO ATIBAIA DRIVE-IN;5006595.0;52.067.071/0007-09;FECHADO;2020-10-05;2020-07-17;86.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE ATIBAIA;2843;EM FUNCIONAMENTO;2020-10-29;HTTP://;RUA JOSÉ ALVIM;347.0;0;CENTRO;ATIBAIA;12940-000;SP;NÃO;COMERCIAL;EMPRESA SAO LUIZ DE CINEMAS LTDA;2836;52.067.071/0001-05;IRREGULAR;CENTERPLEX
CINE ATIBAIA 1;5001352.0;52.067.071/0007-09;EM FUNCIONAMENTO;2020-10-29;1995-09-13;181.0;4.0;0.0;1.0;SIM;NÃO;SIM;CINE ATIBAIA;2843;EM FUNCIONAMENTO;2020-10-29;HTTP://;RUA JOSÉ ALVIM;347.0;0;CENTRO;ATIBAIA;12940-000;SP;NÃO;COMERCIAL;EMPRESA SAO LUIZ DE CINEMAS LTDA;2836;52.067.071/0001-05;IRREGULAR;CENTERPLEX
CINE ATIBAIA 2;5003439.0;52.067.071/0007-09;EM FUNCIONAMENTO;2020-10-29;2012-02-02;179.0;4.0;0.0;1.0;SIM;NÃO;SIM;CINE ATIBAIA;2843;EM FUNCIONAMENTO;2020-10-29;HTTP://;RUA JOSÉ ALVIM;347.0;0;CENTRO;ATIBAIA;12940-000;SP;NÃO;COMERCIAL;EMPRESA SAO LUIZ DE CINEMAS LTDA;2836;52.067.071/0001-05;IRREGULAR;CENTERPLEX
CINE AVELAN 01;5006785.0;21.227.761/0001-50;EM FUNCIONAMENTO;2022-03-01;2022-03-01;150.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE AVELAN;50671;EM FUNCIONAMENTO;2022-03-01;0;Av Lourival Batista;420.0;0;Centro;NOSSA SENHORA DA GLÓRIA;49680-000;SE;NÃO;COMERCIAL;ALVARO DA SILVA CRUZ;50670;21.227.761/0001-50;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE AVELAN 02;5006786.0;21.227.761/0001-50;EM FUNCIONAMENTO;2022-03-15;2022-03-15;108.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE AVELAN;50671;EM FUNCIONAMENTO;2022-03-01;0;Av Lourival Batista;420.0;0;Centro;NOSSA SENHORA DA GLÓRIA;49680-000;SE;NÃO;COMERCIAL;ALVARO DA SILVA CRUZ;50670;21.227.761/0001-50;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE AVENIDA SALA 01;5002953.0;12.163.966/0001-29;EM FUNCIONAMENTO;2021-10-07;2010-08-06;189.0;3.0;3.0;6.0;SIM;NÃO;SIM;CINE AVENIDA;17854;EM FUNCIONAMENTO;2021-10-07;0;AV. JOAQUIM LOPES AGUILA;416.0;0;CENTRO;LEME;13614-032;SP;NÃO;COMERCIAL;NOEL LAZARO TAUFIC - CINEMA - ME;17853;12.163.966/0001-29;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE AVENIDA SALA 02;5005656.0;12.163.966/0001-29;EM FUNCIONAMENTO;2021-10-07;2016-07-07;161.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE AVENIDA;17854;EM FUNCIONAMENTO;2021-10-07;0;AV. JOAQUIM LOPES AGUILA;416.0;0;CENTRO;LEME;13614-032;SP;NÃO;COMERCIAL;NOEL LAZARO TAUFIC - CINEMA - ME;17853;12.163.966/0001-29;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BANGUÊ;5005534.0;08.338.873/0001-10;EM FUNCIONAMENTO;2024-05-13;2016-02-19;120.0;4.0;1.0;2.0;SIM;SIM;SIM;CINE BANGUÊ;32860;EM FUNCIONAMENTO;2024-05-13;0;Rua Abdias Gomes de Almeida;800.0;0;Tambauzinho;JOÃO PESSOA;58042-100;PB;NÃO;COMERCIAL;FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA FUNESC;32859;08.338.873/0001-10;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BARRA POINT SALA 01;5005994.0;03.459.043/0005-51;FECHADO;2021-08-19;2018-04-05;107.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE BARRA POINT;39233;FECHADO;2021-08-19;www.cinesanta.com.br;AVENIDA ARMANDO LOMBARDI;350.0;SALA 326 A 329;BARRA DA TIJUCA;RIO DE JANEIRO;22640-000;RJ;NÃO;COMERCIAL;ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA;14200;03.459.043/0001-28;IRREGULAR;CASAL CINE
CINE BARRA POINT SALA 02;5005995.0;03.459.043/0005-51;FECHADO;2021-08-19;2018-04-05;105.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE BARRA POINT;39233;FECHADO;2021-08-19;www.cinesanta.com.br;AVENIDA ARMANDO LOMBARDI;350.0;SALA 326 A 329;BARRA DA TIJUCA;RIO DE JANEIRO;22640-000;RJ;NÃO;COMERCIAL;ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA;14200;03.459.043/0001-28;IRREGULAR;CASAL CINE
CINE BARÃO;5002759.0;03.340.747/0003-49;FECHADO;2013-12-05;2008-07-08;153.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE BARÃO;16506;FECHADO;2013-12-05;0;RUA BARÃO DO JAGUARÁ;1172.0;0;CENTRO;CAMPINAS;01040-000;SP;NÃO;COMERCIAL;EMPRESA CINEMATOGRÁFICA REPUBLICA LTDA;2980;03.340.747/0001-87;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BARÃO SHOPPING;5006373.0;12.113.490/0001-11;FECHADO TEMPORARIAMENTE;2020-03-20;2019-09-18;100.0;0.0;0.0;0.0;SIM;NÃO;SIM;CINE BARÃO SHOPPING;44106;FECHADO TEMPORARIAMENTE;2020-03-20;0;AVENIDA GETÚLIO VARGAS ;640.0;0;CENTRO ;BARÃO DE COCAIS;35970-000;MG;NÃO;COMERCIAL;RUI SEGATE;17932;12.113.490/0001-11;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BATATAIS;5002820.0;64.643.596/0002-01;EM FUNCIONAMENTO;2010-02-04;2010-02-04;216.0;5.0;12.0;10.0;NÃO;NÃO;SIM;CINE BATATAIS;16871;EM FUNCIONAMENTO;2010-02-04;0;PRAÇA CÔNEGO JOAQUIM ALVES;167.0;SALA 02;CENTRO;BATATAIS;14300-000;SP;NÃO;COMERCIAL;SAMUEL ALVES DE MOURA;16852;64.643.596/0001-20;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE BAUHAUS 01;5004819.0;28.450.641/0001-67;FECHADO;2023-05-22;2010-05-30;109.0;2.0;2.0;2.0;NÃO;NÃO;SIM;CINE BAUHAUS;6706;FECHADO;2023-05-22;www.cinebauhaus.com.br;RUA DR. NELSON DE SÁ EARP,;88.0;LOJAS 08 A 12;CENTRO;PETRÓPOLIS;25680-195;RJ;NÃO;COMERCIAL;PROMOVE EMPREENDIMENTOS S/C LTDA;2702;28.450.641/0001-67;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE BAUHAUS 02;5001303.0;28.450.641/0001-67;FECHADO;2023-05-21;2002-04-01;130.0;0.0;0.0;0.0;NÃO;NÃO;SIM;CINE BAUHAUS;6706;FECHADO;2023-05-22;www.cinebauhaus.com.br;RUA DR. NELSON DE SÁ EARP,;88.0;LOJAS 08 A 12;CENTRO;PETRÓPOLIS;25680-195;RJ;NÃO;COMERCIAL;PROMOVE EMPREENDIMENTOS S/C LTDA;2702;28.450.641/0001-67;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BELAS ARTES SALA 01;5004896.0;42.898.015/0001-69;EM FUNCIONAMENTO;2021-08-05;2014-01-03;138.0;2.0;0.0;0.0;NÃO;NÃO;SIM;CINE BELAS ARTES;27914;EM FUNCIONAMENTO;2021-08-05;0;RUA GONÇALVES DIAS;1581.0;0;LOURDES;BELO HORIZONTE;30140-092;MG;NÃO;COMERCIAL;CINEMAS USINA LIBERDADE LTDA;27912;42.898.015/0001-69;REGULAR;ESPAÇO
CINE BELAS ARTES SALA 02;5004897.0;42.898.015/0001-69;EM FUNCIONAMENTO;2021-08-05;2014-01-03;122.0;2.0;0.0;0.0;NÃO;NÃO;SIM;CINE BELAS ARTES;27914;EM FUNCIONAMENTO;2021-08-05;0;RUA GONÇALVES DIAS;1581.0;0;LOURDES;BELO HORIZONTE;30140-092;MG;NÃO;COMERCIAL;CINEMAS USINA LIBERDADE LTDA;27912;42.898.015/0001-69;REGULAR;ESPAÇO
CINE BELAS ARTES SALA 03;5004898.0;42.898.015/0001-69;EM FUNCIONAMENTO;2021-08-05;2014-01-03;76.0;2.0;0.0;0.0;NÃO;NÃO;SIM;CINE BELAS ARTES;27914;EM FUNCIONAMENTO;2021-08-05;0;RUA GONÇALVES DIAS;1581.0;0;LOURDES;BELO HORIZONTE;30140-092;MG;NÃO;COMERCIAL;CINEMAS USINA LIBERDADE LTDA;27912;42.898.015/0001-69;REGULAR;ESPAÇO
CINE ROSÂNGELA BELLUZZO;5002406.0;04.838.055/0001-26;EM FUNCIONAMENTO;2021-09-30;2002-06-14;129.0;0.0;0.0;2.0;NÃO;NÃO;SIM;CINE BELLUZZO;14795;EM FUNCIONAMENTO;2021-09-30;0;AV. JOÃO LEMOS;578.0;SALA B;CENTRO;BARIRI;17250-000;SP;NÃO;COMERCIAL;ROSÂNGELA APARECIDA FERNANDES BELLUZZO - ME;12517;04.838.055/0001-26;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BIJOU;5006535.0;35.739.380/0001-65;EM FUNCIONAMENTO;2022-01-25;2020-05-01;77.0;2.0;2.0;0.0;SIM;NÃO;SIM;CINE BIJOU;45293;EM FUNCIONAMENTO;2022-01-25;www.satyros.com.br;Praça Franklin Roosevelt;172.0;0;Consolação;SÃO PAULO;01303-020;SP;NÃO;COMERCIAL;ALEGRIA EXIBIDORA CINEMATOGRAFICA - EIRELI;45292;35.739.380/0001-65;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA UNIVERSAL CINEMA & DIVESÕES LTDA 1;5002342.0;08.706.532/0001-50;EM FUNCIONAMENTO;2007-08-17;2007-08-17;89.0;3.0;2.0;2.0;SIM;NÃO;SIM;CINE BOA VISTA;14542;EM FUNCIONAMENTO;2008-11-10;0;RUA CORREDOR DO BISPO ;131.0;0;SOLEDADE;RECIFE;50050-090;PE;NÃO;NÃO COMERCIAL;UNIVERSAL CINEMA & DIVERSÕES LTDA;14541;08.706.532/0001-50;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA UNIVERSAL CINEMA & DIVESÕES LTDA 2;5002341.0;08.706.532/0001-50;EM FUNCIONAMENTO;2007-08-17;2007-08-17;25.0;1.0;1.0;1.0;SIM;NÃO;SIM;CINE BOA VISTA;14542;EM FUNCIONAMENTO;2008-11-10;0;RUA CORREDOR DO BISPO ;131.0;0;SOLEDADE;RECIFE;50050-090;PE;NÃO;NÃO COMERCIAL;UNIVERSAL CINEMA & DIVERSÕES LTDA;14541;08.706.532/0001-50;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ACARAU SALA 01;5006429.0;06.114.134/0005-43;EM FUNCIONAMENTO;2021-06-17;2019-08-23;116.0;3.0;0.0;1.0;SIM;NÃO;SIM;CINE BOM VIZINHO ACARAÚ;44296;EM FUNCIONAMENTO;2021-06-17;0;R CORONEL SALES;175.0;LOJA 02;CENTRO;ACARAÚ;62580-000;CE;NÃO;COMERCIAL;J B PINHEIRO ALVES JUNIOR - ME;17605;06.114.134/0001-10;REGULAR;PINHEIRO
CINE ACARAU SALA 02;5006430.0;06.114.134/0005-43;EM FUNCIONAMENTO;2021-06-17;2019-08-23;109.0;3.0;0.0;1.0;SIM;NÃO;SIM;CINE BOM VIZINHO ACARAÚ;44296;EM FUNCIONAMENTO;2021-06-17;0;R CORONEL SALES;175.0;LOJA 02;CENTRO;ACARAÚ;62580-000;CE;NÃO;COMERCIAL;J B PINHEIRO ALVES JUNIOR - ME;17605;06.114.134/0001-10;REGULAR;PINHEIRO
CINE BOULEVARD 1;5001717.0;05.311.158/0001-04;FECHADO;2015-03-18;2003-07-16;296.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE BOULEVARD FOZ DO IGUAÇU;6645;FECHADO;2015-03-18;HTTP://WWW.IGUASSUBOULEVARD.COM.BR;AV DAS CATARATAS, ;1118.0;0;VILA YOLANDA;FOZ DO IGUAÇU;85853-000;PR;NÃO;COMERCIAL;CINE BOULEVARD LTDA;4828;05.311.158/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BOULEVARD 2;5001718.0;05.311.158/0001-04;FECHADO;2015-03-18;2003-07-16;106.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE BOULEVARD FOZ DO IGUAÇU;6645;FECHADO;2015-03-18;HTTP://WWW.IGUASSUBOULEVARD.COM.BR;AV DAS CATARATAS, ;1118.0;0;VILA YOLANDA;FOZ DO IGUAÇU;85853-000;PR;NÃO;COMERCIAL;CINE BOULEVARD LTDA;4828;05.311.158/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BOULEVARD 3;5001719.0;05.311.158/0001-04;FECHADO;2015-03-18;2003-07-16;169.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE BOULEVARD FOZ DO IGUAÇU;6645;FECHADO;2015-03-18;HTTP://WWW.IGUASSUBOULEVARD.COM.BR;AV DAS CATARATAS, ;1118.0;0;VILA YOLANDA;FOZ DO IGUAÇU;85853-000;PR;NÃO;COMERCIAL;CINE BOULEVARD LTDA;4828;05.311.158/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
